production_companies,revenue,cantidad_peliculas
Toledo Productions,5424408.0,6
Tollin/Robbins Productions,93433492.33333333,10
Tom Sawyer Entertainment,235531.1666666667,5
Tom Ward Enterprises,21869063.0,11
Toma 78,48832590.333333336,3
Tomboy Films,60440.8,8
Tomy,14876787.454545455,11
Tonic Films,5092232.333333333,21
Tonik Productions,16745114.0,4
Tonna Oy,2114882.9,10
Tooley Productions,4570527.6,10
ToonBox Entertainment,29218.25,8
Top Cow Productions,50851517.05555555,17
Top Hat Releasing,1366689.0,5
Top Line Production,700000.0,3
Top Rope,11175998.75,4
Top Shelf Productions,30611193.0,4
Topcraft,5453289.333333334,4
Topkapi Films,2737529.0,27
Topkick Productions,9327542.666666666,5
Torii Production,80743.75,4
Torino Film Lab,215789.47368421053,19
Tornasol Films,6692660.859126984,156
Toronto Film Studios,1356363.3333333333,3
Torus,3657844.25,15
Total Entertainment,89021482.0,27
Total Recall,39760414.8,5
Totally Independent,8642907.0,3
Touchstone Pictures,6069007598.361111,551
Touchwood Pacific Partners 1,111484483.91666667,27
Toute Premiere Fois,235236.0,4
Toy Fight Productions,604269.0,5
Trackform Film Productions,13686184.5,4
Traction Media,1618620.8333333335,13
Tracy Films,9427879.0,3
Trademark Films,7011541.600000001,14
Trailblazer Films,257166.33333333334,3
Trancas International Films,13140489.0,3
Trans Atlantic Entertainment,9736653.666666666,10
Trans Pacific Films,13195533.5,3
Trans World Entertainment,13921.5,4
Trans World Entertainment (TWE),2307350.25,9
Trans-Film,9200000.0,4
Transatlantic Pictures,733333.3333333334,8
Transfilm,1513395.8035714286,35
Transfilm International,3916414.2,15
Translux,51440150.5,11
Transmission Pictures,13364207.2,8
Transworld Pictures,3083333.3333333335,3
Trap-Two-Zero Productions,8028192.666666667,6
Traveling Film Productions,6022169.0,6
Traveling Picture Show Company (TPSC),6652695.0,12
Travelling Picture Show Company,5944955.666666667,3
Traverse Media,3000000.0,13
Tre Vänner Produktion AB,674338.4,36
Treasure Company,150967.0,16
Treasure Entertainment,545631.3333333334,23
Tree Line Films,107177917.80000001,14
Tree Top Films Inc.,611577.5,6
Treehouse Pictures,53074023.0,23
Treklövern HB,238850.25,7
Tremendum Pictures,10666102.5,4
Trent Othick Productions,4254.0,3
Tri Pictures,11075000.0,12
Tri Vision Pictures,1025000.0,4
Tri-State Pictures,2070760.6666666667,3
TriStar Pictures,3416618445.890476,473
TriStar Productions,25112555.5,11
TriStar Television,12500000.0,2
Triad Film Works,6052270.0,8
Trial by Fire Films,250766.5,2
Trianon Films,1733333.3333333333,3
Tribeca Productions,457911117.78571427,83
Tricor Entertainment,0.3333333333333333,3
Trigger Street Productions,200423869.05714285,24
Triggerfish Animation,27187375.0,8
Trilogy Entertainment Group,70276887.33333334,31
Triluna Film AG,185540.8,5
Trimark Pictures,9975612.833333334,55
Trinity Filmed Entertainment,74186.33333333333,4
Trinity Race,6201032.25,4
Trio International,648000.0,2
Triple Ajaxxx,1347184.4,5
Triple Threat Talent,12345334.666666666,3
Tripod Entertainment,8612396.4,5
Triptych Pictures,25496296.333333332,3
Tristone Entertainment Inc.,125689.5,5
Tritone Productions,24.0,1
Triumph,12150245.333333334,3
Triumph Films,9135850.333333332,35
Troika Pictures,11428729.666666666,14
Trollhättan Film AB,2176803.361842105,57
Troublemaker Studios,255660471.67857143,29
Troy Entertainment,43834.16666666667,5
True Crime Australia,1926088.8,5
True Crime Channel,6940662.0,4
True Fiction Pictures,667393.0,17
True Grit Productions,2375000.0,4
Truenorth Productions,690567874.6666666,8
Trust Film,1901649.0,2
Trust Film Svenska,1539687.6538461538,26
Truth Entertainment,13799571.25,4
Truth Soul Armor,0.3333333333333333,3
Truth and Soul Pictures Inc,805288.0,9
Tu Vas Voir Productions,2094546.5,14
Tube Pictures,4.0,2
Turbo Productions,1166666.6666666667,3
Turkish Culture Ministry,16666.666666666668,15
Turman-Foster Company,11964880.0,15
Turner Feature Animation,1188879.0,3
Turner Pictures,44214046.33333333,17
Turner Pictures (I),19451488.5,26
Twentieth Century Fox,94174583.16666666,15
Twentieth Century Fox Animation,2614908681.0,37
Twentieth Century Fox Film Corporation,16103723295.071537,1764
Twentieth Century Fox Television,6221079.333333333,8
Twentieth Century-Fox,4405295.5,3
Twentieth Century-Fox Productions,29950000.0,12
Twenty Twenty Vision Filmproduktion GmbH,200751.88333333333,44
Twickenham Film Studios,1257237.0,5
Twilight Motion Picture Seven Ltd. Partnership,2327144.0,2
Twilight Productions,65436104.166666664,6
Twin Bros. Productions,14166666.666666666,6
Twin Continental,12811982.333333334,3
Twins Financing,31711285.5,22
Twirly Films Limited,4193.75,4
Twisted Pictures,324793781.68333334,39
Twitching Image Studio,1803172.3333333333,3
Two Brothers Productions,12434410.0,5
Two Flints,7374585.666666667,6
Two Girls Productions,3250000.0,4
Two Left Shoes Films,36002.0,4
Two Oceans Production (TOP),800000.0,6
Two Ton Films,69367174.66666666,5
Tycor International Film Company,7677.5,9
Tyler Perry Company,40705859.666666664,8
Type 55 Films,250.0,6
Type A Films,74385020.06666666,16
Téléfilm Canada,22822967.454884004,367
Télégraphe,18771245.5,13
Télévision Suisse-Romande (TSR),1444077.142857143,87
U-Drive Productions,333289256.0,15
U-Film Malta,80414.5,2
U.K. Productions Entity,942174.3333333334,5
U.K. Tax Credit,5362717.25,12
UAA Films,267000.0,3
UBU Film,5241915.0,4
UFA Cinema,9547372.833333334,13
UFA International Film & TV Production GmbH,3426527.5,8
UGC DA International,5057474.285714285,7
UGC Images,13677.0,18
UGC PH,21467948.555555556,28
UIP,34284810.333333336,4
UK Film & TV Production Company,2469992.75,4
UK Film Council,191762870.24920636,393
UKFS,69992.16666666667,9
USA Films,122464653.83333333,21
UTV Motion Pictures,124681364.3,63
UW3 Film Productions,22838375.25,4
UW4 Productions,32022534.2,5
Ubisoft,21881623.272727273,13
Ubisoft Motion Pictures,21881623.272727273,11
Ubu Productions,19468437.666666668,8
Ufesa,210361.0,3
Ufland,8464561.5,5
Ugly Duckling Films,1369843.1666666665,14
Uhlandfilm,16666.666666666668,15
Ulrich Seidl Film Produktion GmbH,403054.6666666667,12
Ultra Films,1749386.1666666667,13
Ultra Muchos Productions,185898.0,1
Ultravi Productions,15535105.5,2
Ulysses,5666666.666666667,3
Umedia,6817808.684340659,172
Unanimous Pictures,354109.4666666667,17
Unbroken Pictures,4995.0,10
Uncharted,22232093.875,8
Unclaimed Freight Productions,20200.0,4
Underdog Productions,9090.0,1
Underground,11551204.0,6
Underworld Entertainment,37279057.5,5
Underworld Produktions GmbH,19141691.4,5
Undisputed Cinema,2923745.4,5
Unfaithful Filmproduktion GmbH & Co. KG,29784446.0,4
Unfinished Films,2659754.8571428573,7
Uni Etoile 4,3364285.714285714,7
Uni Étoile 8,15508.23076923077,25
UniCredit Group,3209312.1666666665,6
UniKorea Pictures,174949.5,11
Unified Pictures,16758.0,25
Union,4296408.0,4
Union Editorial,431.375,8
Union Générale Cinématographique,357089.0,8
Union Générale Cinématographique (UGC),23052136.839646466,114
Union Investment Partners,4356873.75,8
Union Station Media,13153.714285714286,7
Unique Features,37970548.75,6
Unisol 3 Distribution,218846.5,4
Unison Films,1372679.7333333332,24
United Artists,3285374578.9,621
United Broadcasting Inc.,5080639.0,7
United Channel Movies,16616.0,10
United China Vision,26690717.0,8
United Films,29000000.0,4
United King Films,8174719.5,34
United Performers' Studio,1115421.6666666667,3
United Pictures,14353263.333333334,6
United Plankton Pictures,98652936.0,9
United Seven Creations,15000000.0,1
Unitel Classics,1.3333333333333333,6
Unity Productions,5001051.4,7
Universal,117660879.25,20
Universal Animation Studios,23278271.666666668,8
Universal Cartoon Studios,26978744.0,12
Universal City Studios,21461707.333333332,15
Universal Film Manufacturing Company,400200.0,6
Universal International Pictures (UI),43447469.0,115
Universal Music,2804381.3333333335,4
Universal Pictures,19950459758.386257,2006
Universal Pictures (UK),12668269.5,11
Universal Pictures Corporation,110879513.0,3
Universal Pictures International,7636.0,2
Universal Pictures International (UPI),10656356.3,39
Universal Pictures International Entertainment (UPIE),145252.75,4
Universal Studios,888143544.1944444,73
Universal TV,14000000.0,24
Universe Entertainment,21388380.0,6
Universum Film (UFA),5511619.833333333,88
Unjustus Films,12227.75,4
Unstoppable Entertainment,290991.75,13
Unthank Films,3223045.777777778,14
Untitled 13,772214.2857142857,7
Untitled Entertainment,4876009.75,6
Untouchable Films,3210.0,2
Uplink Co.,173609.5,11
Upload Films,16671494.121428572,38
Upside Down Films,1013309.375,8
Upstairs Canada Productions,11576211.2,5
Urania Pictures S.r.l.,1172334.5,21
Ursa Major Films LLC,1477519.5,2
V. Creations,74000000.0,3
VAE Productions,10604986.0,1
VBT Productions,2474603.0,4
VCL Communications,11843557.8,5
VGTRK,7591088.75,14
VH1 Television,6753442.333333333,11
VIP 1 Medienfonds,7.666666666666667,6
VIP 2 Medienfonds,13958060.80952381,33
VIP 3 Medienfonds,13958053.142857142,31
VIP 4 Medienfonds,3511000.439215686,38
VIP Media,2148753.4,5
VIP Media Group,122197.2,5
VIP Medienfonds 4,29674453.38571429,18
VN Productions,28154883.0,2
VOO,2316629.998846548,168
Vaca Films,5236524.0,42
Valentina Films,610772.3333333334,9
Valhalla Motion Pictures,361488031.1666667,51
Valkyrie Films,19188248.5,4
Valley 9000,8671798.0,2
Valoria Films,83305.0,3
Vandalia Films,87853.0,2
Vanguard Animation,12760069.0,5
Vanguard Films,30136214.269230768,46
Varahi Chalana Chitram,9725000.0,2
Variance Films,108348.0,1
Varma Corporation,12500000.0,4
Varsity Pictures,5511069.25,6
Vasan Visual Ventures,7500000.0,1
Vast Entertainment,14509544.666666666,3
Vaughn Productions,27112005.2,5
Vegetarian Films,3.0,1
Velocity Productions,15657627.666666666,6
Velvet Morning,3210.0,2
Vendian Entertainment,52015352.66666667,20
Vendome Pictures,92295147.5,32
Veneration Music,290991.75,4
Vengeance Productions Pty. Ltd.,32676913.285714287,7
Ventanarosa Productions,14074618.5,25
Venture Forth,8149347.944444444,41
Venus Productions,50519.666666666664,3
Verdi Productions,1566122.75,10
Verdon Productions Limited,3933333.3333333335,7
Verisimilitude,12739862.333333334,20
Verona Produzione,9725304.5,11
Versus Entertainment,4788120.0,4
Versus Pictures,4777930.0,3
Versátil Cinema,32733213.70909091,16
Vertebra Films,14627.5,10
Vertical Entertainment,200000.0,6
Vertice 360,335487.8333333333,6
Vertigo,23680578.833333332,32
Vertigo Entertainment,561833673.9095238,138
Vertigo Films,9158845.875,88
Vertigo Productions,375000.0,25
Very Special Projects,4497184.444444444,12
Vestron Pictures,108363211.33333333,57
Vestron UK,110333.33333333333,3
Via Rosa Productions,89439861.78571428,20
Viacom 18 Motion Pictures,25084000.0,9
Viacom Canada,71688.28571428571,7
Viacom Enterprises,420000.0,2
Vicomte de Noailles,7940.0,2
Victoires International,1619122.3333333333,3
Victoires Productions,19631725.930555556,38
Victor & Grais Productions,25523054.333333336,6
Victor Company of Japan (JVC),20864816.6,11
Victor Musical Industries,287972.85714285716,7
Victor Saville Productions,1600000.0,4
Victor Solnicki Productions,3556469.0,10
Victoria Filmproduktion,43490.0,9
Video Audio Project (VAP),54515.88888888889,27
VideoFilmes,5053112.483516484,37
Videofilms,1865569.3333333333,3
Videovision Entertainment,5466000.0,21
Vidhu Vinod Chopra Productions,70000000.0,4
View Askew Productions,78227345.58333334,26
Vif Babelsberger Filmproduktion GmbH & Co. Zweite KG,5080639.0,7
Vijaya Productions,36000000.0,2
Vijayam Cine Combines,500000.0,1
Viking Film,1729231.4,28
Viking Films,1789645.3333333335,10
Village Roadshow Entertainment,430894.5,5
Village Roadshow Films North America,50963294.428571425,7
Village Roadshow Pictures,3069939627.4353175,504
Village-A.M. Partnership,18000000.0,6
Vincent Newman Entertainment,44999019.833333336,6
Vincent Pictures,19951627.85714286,10
Vinod Chopra Films,63066666.666666664,5
Vinoothna Geetha,2750000.0,2
Vinyl Films,139744869.1666667,16
Virgin Produced,159160942.72121212,28
Virtual Films,3180341.1,18
Virtual Studios,155362024.24166667,52
Vishesh Films,8000000.0,5
Visible Pictures,1000000.0,2
Vision International,2323257.75,11
Vision PDG,7599405.75,13
Vision View Entertainment,13146224.666666666,7
VisionPlus Fund I,750000.0,10
VisionQuest Productions,312751.0,1
Visiona Romantica,63826210.0,5
Visionbox Pictures,1184600.0,5
Visionview Production,15725012.666666666,8
Visitor Pictures,1321245.5,12
Vista Organization,12852305.0,7
Vistamar Filmproduktion,16666.666666666668,15
Vistar Films,8307412.333333333,3
Visual Arts Entertainment,39191878.666666664,6
Visual Bible International,1356363.3333333333,3
Visualizer Film Company,13505078.111111112,9
Vita-Ray Dutch Productions (III),230660899.0,5
Vivendi,9055193.666666666,3
Vivendi Entertainment,8337978.0,8
Vivi Film,492558.6666666667,3
Viz Media,74425145.5,15
Vlaams Audiovisueel fonds,2100187.6160714286,81
Vnesheconombank,4044739.75,4
Vocal Yokels,519612.0,7
Volcano Films,67007957.0,19
Voltage Films,1080149.0,2
Voltage Pictures,21436599.107142854,101
Voltage pictures,4842872.65,29
Volten,194355.66666666666,9
Voodoo Production Services,275.6,22
Vortex,15429500.0,2
Vortex Sutra,186456.42857142858,7
Vortex Words Pictures,160561.85714285713,10
Votiv Films,780990.75,16
Vox3 Films,455479.2,14
Vrijzinnig Protestantse Radio Omroep (VPRO),1539687.6538461538,61
Vserossiyskaya Gosudarstvennaya Televizionnaya i Radioveshchatelnaya Kompaniya (VGTRK),7591088.75,14
Vulcan Productions Inc.,7022209.0,5
Vértigo Films,4205258.0,22
Vía Digital,18863802.287012987,77
W9,6754291.25,67
WARNER BROS DIGITAL DISTRIBUTION,580854.5,6
WCG Entertainment Productions,91036073.33333334,9
WDR,27259626.166666668,29
WDR / Arte,883562.7868421053,55
WETA,136873.5,15
WF/X,147655.0,3
WR Universal Group,20912274.0,8
WRA Productions,5635.0,3
WSB,179000.0,1
WT2 Productions,24271973.166666664,41
WTA,940788.0,7
WTC Productions,16415547.142857144,7
WV Films II,111237858.8,16
WV Films III,118769985.0,14
WV Films IV,67401142.76785713,15
WV Films LLC,9095822.0,5
WW Production,700000.0,2
WWE Studios,66720289.4,93
WY Productions,4205258.0,10
Waadi Animations,215045.0,3
Waddieish Claretrap,16616178.0,5
Wadleigh-Maurice,17252555.0,2
Wald/Krasna Productions,3550000.0,5
Walden Media,1104085650.95,100
Wales Creative IP Fund,6419678.444444444,32
Walker Films Limited,85681.0,3
Wall to Wall,591595.6,6
Wallimage,500672.36363636365,41
Wallis-Hazen,11750000.0,2
Walrus & Associates,60795294.7,9
Walt Disney,777164726.3571428,21
Walt Disney Animation Australia,55892536.4,23
Walt Disney Animation Canada,21972536.4,11
Walt Disney Animation Studios,3373761910.666667,58
Walt Disney Company,47696744.25,20
Walt Disney Feature Animation,1457288269.0,26
Walt Disney Pictures,18401731637.17381,568
Walt Disney Productions,1786955983.8333333,171
Walt Disney Studios Home Entertainment,7107500.0,30
Walt Disney Studios Motion Pictures,819642839.6666666,23
Walt Disney Television Animation,78122961.4,39
Walter Shenson Films,4099889.3333333335,6
Walwa Films S.A.,23666666.666666668,3
Wanda Films,20292500.0,18
Wanda Pictures,160532085.57142857,14
Wanda Visión S.A.,1461772.4761904762,46
Wandering Star Pictures,2603333.3333333335,3
Wardour Street Pictures,33252056.444444444,9
Warner Animation Group,92510888.7,14
Warner Bro. Japan,19135610.0,14
Warner Bros.,20831543748.368256,2853
Warner Bros. Animation,231223544.88809526,174
Warner Bros. Entertainment,1743709.3333333333,7
Warner Bros. Entertainment France,1555555.5555555555,9
Warner Bros. Family Entertainment,124610249.0,10
Warner Bros. Feature Animation,11419140.666666666,13
Warner Bros. Home Entertainment Group,11500000.0,10
Warner Bros. Interactive Entertainment,580854.5,6
Warner Bros. Japan,40384.0,5
Warner Bros. Pictures,742431437.4333334,48
Warner Bros. Pictures de España,5500000.0,8
Warner Brothers/Seven Arts,47139077.5,26
Warner Independent Pictures (WIP),26919274.30952381,39
Warner Premiere,2252616.75,77
Warp (Submarine),172931.8,5
Warp Films,33184087.8,30
Warp Films Australia,2817.3333333333335,6
Warp X,85880.0,14
WarpX,11160.5,10
Warren Miller Entertainment,2035470.0,1
Warwick Film Productions,12467625.666666666,22
Washington Square Films,7609425.464285715,33
Water,22797659.0,3
Waterhorse Productions,5843657.666666667,3
Waterland Film & TV,322071.3333333333,4
Watermark,20240911.333333332,3
